state,lga,year,fvi_score,fvi_category,exposure_index,sensitivity_index,adaptive_capacity_index,annual_rainfall_mm,population_exposed_thousands,area_flooded_km2,economic_loss_million_ngn,flood_events
Akwa Ibom,Essien Udim,2018,6.81,High,7.77,6.48,4.44,3151,30,11,143.4,2
Akwa Ibom,Essien Udim,2019,7.91,High,8.94,8.27,4.86,3004,22,22,292.6,1
Akwa Ibom,Essien Udim,2020,7.71,High,9.25,6.88,3.72,2548,34,30,379.2,3
Akwa Ibom,Essien Udim,2021,7.13,High,8.18,6.65,3.99,3153,33,17,212.5,1
Akwa Ibom,Essien Udim,2022,7.67,High,8.1,8.43,4.75,3433,24,27,334.7,2
Akwa Ibom,Essien Udim,2023,7.43,High,8.2,7.3,3.87,3269,18,36,469.3,1
Akwa Ibom,Essien Udim,2024,7.88,High,9.05,8.5,5.68,3238,33,21,276.2,3
Akwa Ibom,Etim Ekpo,2018,6.53,Medium,7.13,6.74,5.09,2708,24,10,127.1,3
Akwa Ibom,Etim Ekpo,2019,7.47,High,7.53,8.49,4.71,2642,32,13,162.5,3
Akwa Ibom,Etim Ekpo,2020,7.82,High,8.86,8.24,5.13,3197,18,29,371.9,1
Akwa Ibom,Etim Ekpo,2021,7.34,High,7.34,8.32,4.6,3046,25,30,368.8,1
Akwa Ibom,Etim Ekpo,2022,7.75,High,7.58,8.92,4.24,2771,24,13,163.1,2
Akwa Ibom,Etim Ekpo,2023,6.97,High,7.61,7.01,4.38,3221,19,36,473.3,2
Akwa Ibom,Etim Ekpo,2024,7.03,High,7.89,6.78,4.18,3036,20,32,427.1,1
Akwa Ibom,Etinan,2018,6.88,High,8.08,6.4,4.57,3002,25,13,160.8,2
Akwa Ibom,Etinan,2019,7.06,High,8.29,6.72,4.72,2734,28,24,300.5,1
Akwa Ibom,Etinan,2020,7.66,High,8.42,8.42,5.36,2643,16,16,198.5,3
Akwa Ibom,Etinan,2021,7.38,High,7.27,8.54,4.75,2956,16,31,411.1,2
Akwa Ibom,Etinan,2022,7.74,High,8.54,7.92,4.23,3189,26,13,171.9,2
Akwa Ibom,Etinan,2023,6.69,Medium,7.91,6.56,5.48,3424,13,37,463.2,2
Akwa Ibom,Etinan,2024,7.77,High,8.78,8.31,5.3,2971,18,18,237.3,3
Akwa Ibom,Ibeno,2018,7.37,High,8.08,7.29,3.89,2762,13,11,145.9,1
Akwa Ibom,Ibeno,2019,6.98,High,7.31,6.94,3.63,2916,19,23,291.7,3
Akwa Ibom,Ibeno,2020,7.03,High,7.06,7.74,4.45,2553,28,12,153.2,2
Akwa Ibom,Ibeno,2021,6.99,High,7.41,7.19,4.25,2608,33,17,210.6,3
Akwa Ibom,Ibeno,2022,7.62,High,7.72,8.74,4.82,3104,29,34,431.9,3
Akwa Ibom,Ibeno,2023,7.73,High,8.72,7.53,3.86,2757,27,31,407.2,2
Akwa Ibom,Ibeno,2024,7.62,High,8.42,8.5,5.73,2970,22,34,413.0,2
Akwa Ibom,Ibesikpo Asutan,2018,7.78,High,8.75,8.23,5.04,2510,28,13,171.0,2
Akwa Ibom,Ibesikpo Asutan,2019,6.67,Medium,7.0,6.53,3.69,2972,28,29,374.3,1
Akwa Ibom,Ibesikpo Asutan,2020,6.78,High,7.03,7.44,5.04,2840,33,26,339.4,3
Akwa Ibom,Ibesikpo Asutan,2021,7.91,High,9.13,8.07,4.82,3091,19,13,170.1,3
Akwa Ibom,Ibesikpo Asutan,2022,7.66,High,9.07,7.82,5.46,3267,33,16,207.0,3
Akwa Ibom,Ibesikpo Asutan,2023,7.12,High,7.58,7.57,4.69,2829,23,30,389.1,1
Akwa Ibom,Ibesikpo Asutan,2024,7.19,High,8.4,6.65,4.14,3178,25,18,218.4,1
Akwa Ibom,Ibiono-Ibom,2018,7.59,High,8.88,7.83,5.46,2796,24,26,333.5,1
Akwa Ibom,Ibiono-Ibom,2019,7.68,High,9.25,7.5,5.09,2700,16,14,185.3,3
Akwa Ibom,Ibiono-Ibom,2020,7.62,High,9.26,6.7,3.8,3066,29,18,224.0,3
Akwa Ibom,Ibiono-Ibom,2021,8.43,High,9.43,8.61,3.93,2615,20,21,273.8,3
Akwa Ibom,Ibiono-Ibom,2022,7.41,High,9.43,6.67,5.15,3278,13,24,310.7,2
Akwa Ibom,Ibiono-Ibom,2023,7.82,High,8.41,8.39,4.49,3357,17,20,250.1,2
Akwa Ibom,Ibiono-Ibom,2024,7.55,High,7.88,8.68,5.39,3180,31,39,488.4,3
Akwa Ibom,Ika,2018,6.63,Medium,7.03,7.23,5.38,2942,27,25,324.1,2
Akwa Ibom,Ika,2019,7.15,High,7.26,8.06,4.88,2776,22,27,355.2,1
Akwa Ibom,Ika,2020,7.41,High,8.24,7.77,4.99,2509,25,14,174.2,2
Akwa Ibom,Ika,2021,6.97,High,7.62,7.23,4.86,2835,36,27,339.8,3
Akwa Ibom,Ika,2022,7.23,High,8.41,6.65,4.0,2973,36,34,444.7,3
Akwa Ibom,Ika,2023,7.91,High,8.74,8.01,3.94,2844,24,25,305.1,2
Akwa Ibom,Ika,2024,8.42,High,9.65,8.87,4.94,2724,37,36,441.1,3
Akwa Ibom,Ikono,2018,7.71,High,9.01,7.72,4.92,2436,27,16,197.9,1
Akwa Ibom,Ikono,2019,7.62,High,8.26,8.26,4.96,2712,32,15,195.8,1
Akwa Ibom,Ikono,2020,7.1,High,6.95,8.2,4.81,2946,25,12,149.8,1
Akwa Ibom,Ikono,2021,7.24,High,8.11,7.15,4.31,3310,24,34,436.3,3
Akwa Ibom,Ikono,2022,6.8,High,7.37,6.5,3.77,3167,12,28,352.3,1
Akwa Ibom,Ikono,2023,8.0,High,8.72,8.2,3.83,3123,19,26,326.3,1
Akwa Ibom,Ikono,2024,7.38,High,8.45,7.0,4.0,2742,26,34,427.3,3
Akwa Ibom,Ikot Abasi,2018,7.31,High,8.06,7.61,4.83,2875,26,18,224.5,2
Akwa Ibom,Ikot Abasi,2019,7.81,High,8.43,8.16,4.11,2647,14,14,185.9,1
Akwa Ibom,Ikot Abasi,2020,7.69,High,8.22,7.84,3.69,2979,33,31,382.1,2
Akwa Ibom,Ikot Abasi,2021,7.22,High,8.81,6.45,4.42,3152,26,31,408.4,1
Akwa Ibom,Ikot Abasi,2022,7.84,High,9.16,8.21,5.56,2831,28,23,293.7,3
Akwa Ibom,Ikot Abasi,2023,7.36,High,9.17,6.62,4.81,3187,26,16,195.8,3
Akwa Ibom,Ikot Abasi,2024,7.54,High,9.13,7.49,5.52,3136,31,38,507.3,1
Akwa Ibom,Ikot Ekpene,2018,7.68,High,7.6,8.53,3.85,3147,26,26,334.6,2
Akwa Ibom,Ikot Ekpene,2019,7.88,High,9.24,8.06,5.23,2855,26,11,146.3,2
Akwa Ibom,Ikot Ekpene,2020,7.53,High,7.75,8.41,4.7,2719,13,22,273.6,3
Akwa Ibom,Ikot Ekpene,2021,7.91,High,7.99,8.79,4.02,3073,27,25,323.4,3
Akwa Ibom,Ikot Ekpene,2022,7.57,High,7.25,8.94,4.53,3279,32,16,205.3,3
Akwa Ibom,Ikot Ekpene,2023,7.59,High,8.55,8.13,5.41,2761,33,15,187.6,1
Akwa Ibom,Ikot Ekpene,2024,7.59,High,7.48,8.55,4.14,3121,34,25,320.5,1
Akwa Ibom,Ini,2018,7.99,High,8.86,7.88,3.52,2609,21,16,198.1,3
Akwa Ibom,Ini,2019,7.17,High,8.15,7.53,5.51,2987,31,26,326.9,3
Akwa Ibom,Ini,2020,7.26,High,7.53,8.05,4.88,3193,15,28,347.2,1
Akwa Ibom,Ini,2021,7.89,High,9.03,7.96,4.53,2595,32,28,352.1,1
Akwa Ibom,Ini,2022,7.15,High,7.15,8.03,4.62,2848,30,16,202.3,2
Akwa Ibom,Ini,2023,7.63,High,9.22,7.53,5.33,3037,33,25,306.9,2
Akwa Ibom,Ini,2024,7.79,High,8.7,7.94,4.34,3069,35,33,403.0,1
Akwa Ibom,Itu,2018,7.1,High,7.17,7.92,4.71,2923,27,29,355.5,1
Akwa Ibom,Itu,2019,7.48,High,8.32,7.64,4.54,2752,25,22,289.3,1
Akwa Ibom,Itu,2020,7.23,High,8.96,6.49,4.76,3113,20,24,300.4,1
Akwa Ibom,Itu,2021,6.64,Medium,7.16,7.09,5.29,2960,21,13,173.3,2
Akwa Ibom,Itu,2022,7.31,High,8.21,7.12,4.11,2673,28,28,339.5,2
Akwa Ibom,Itu,2023,8.08,High,8.98,8.34,4.24,2707,31,24,316.2,2
Akwa Ibom,Itu,2024,7.74,High,8.44,7.95,4.06,3046,19,17,227.0,1
Akwa Ibom,Mbo,2018,7.51,High,8.43,7.67,4.66,2981,29,13,160.7,1
Akwa Ibom,Mbo,2019,6.84,High,7.67,7.02,5.2,2689,26,18,222.8,1
Akwa Ibom,Mbo,2020,7.36,High,7.95,8.01,5.11,2914,21,24,297.0,1
Akwa Ibom,Mbo,2021,6.38,Medium,7.17,6.46,5.35,2683,13,26,337.2,1
Akwa Ibom,Mbo,2022,7.81,High,9.2,7.87,5.09,3332,22,32,409.4,2
Akwa Ibom,Mbo,2023,7.21,High,8.34,7.16,4.93,3096,15,20,263.7,2
Akwa Ibom,Mbo,2024,7.44,High,8.51,7.64,5.12,3095,28,23,289.6,2
Akwa Ibom,Mkpat Enin,2018,7.19,High,7.79,7.74,5.1,2718,29,29,375.9,3
Akwa Ibom,Mkpat Enin,2019,7.5,High,8.45,7.13,3.67,2911,31,22,274.8,3
Akwa Ibom,Mkpat Enin,2020,7.91,High,8.63,8.65,5.0,2813,22,20,265.0,2
Akwa Ibom,Mkpat Enin,2021,7.6,High,9.36,7.21,5.15,3350,15,25,311.4,3
Akwa Ibom,Mkpat Enin,2022,7.53,High,8.0,8.22,4.78,2868,15,33,408.4,1
Akwa Ibom,Mkpat Enin,2023,7.03,High,8.6,6.57,5.18,3381,34,27,338.6,3
Akwa Ibom,Mkpat Enin,2024,7.75,High,8.35,7.9,3.75,2733,35,15,189.7,3
Akwa Ibom,Nsit Atai,2018,6.93,High,7.28,7.54,5.01,3014,12,19,246.3,1
Akwa Ibom,Nsit Atai,2019,7.57,High,8.15,8.31,5.09,2964,13,30,372.0,1
Akwa Ibom,Nsit Atai,2020,7.92,High,8.33,8.28,3.65,2636,22,23,299.6,1
Akwa Ibom,Nsit Atai,2021,7.48,High,8.4,7.42,4.25,2585,35,18,221.8,2
Akwa Ibom,Nsit Atai,2022,8.23,High,8.87,8.73,4.06,2860,25,23,299.1,3
Akwa Ibom,Nsit Atai,2023,8.31,High,9.54,8.22,3.99,3488,23,26,336.6,2
Akwa Ibom,Nsit Atai,2024,7.84,High,9.22,8.22,5.67,3162,27,26,335.9,3
Akwa Ibom,Nsit Ibom,2018,7.56,High,7.63,8.07,3.61,3134,11,29,378.9,2
Akwa Ibom,Nsit Ibom,2019,7.51,High,8.28,7.8,4.59,3008,18,19,250.8,1
Akwa Ibom,Nsit Ibom,2020,7.54,High,7.61,8.86,5.22,2994,32,15,182.6,1
Akwa Ibom,Nsit Ibom,2021,7.84,High,7.91,8.71,4.02,2676,15,14,184.4,1
Akwa Ibom,Nsit Ibom,2022,7.48,High,8.61,7.25,4.34,2883,30,34,433.6,1
Akwa Ibom,Nsit Ibom,2023,8.07,High,9.13,8.56,5.03,2820,28,23,306.4,1
Akwa Ibom,Nsit Ibom,2024,7.34,High,7.84,7.93,4.83,2668,38,28,361.5,1
Akwa Ibom,Nsit Ubium,2018,6.64,Medium,7.57,6.34,4.63,2527,32,27,342.0,3
Akwa Ibom,Nsit Ubium,2019,7.16,High,8.68,6.77,5.08,2898,19,29,377.0,2
Akwa Ibom,Nsit Ubium,2020,7.39,High,8.43,7.44,4.82,3346,31,26,341.4,3
Akwa Ibom,Nsit Ubium,2021,7.29,High,7.22,8.17,4.29,2529,31,28,344.8,2
Akwa Ibom,Nsit Ubium,2022,7.33,High,8.02,7.7,4.81,2982,27,27,328.4,3
Akwa Ibom,Nsit Ubium,2023,6.73,High,7.3,7.23,5.43,3249,24,36,478.3,3
Akwa Ibom,Nsit Ubium,2024,7.72,High,7.72,9.05,4.96,2767,37,24,299.6,1
Akwa Ibom,Obot Akara,2018,7.23,High,8.67,6.7,4.58,2495,33,30,382.7,1
Akwa Ibom,Obot Akara,2019,8.01,High,8.68,8.26,3.82,3031,23,20,245.9,1
Akwa Ibom,Obot Akara,2020,7.27,High,7.48,8.18,4.99,2510,31,21,277.5,3
Akwa Ibom,Obot Akara,2021,7.2,High,7.71,7.29,3.97,2955,17,29,363.6,1
Akwa Ibom,Obot Akara,2022,7.57,High,9.09,7.54,5.41,3364,20,27,359.1,3
Akwa Ibom,Obot Akara,2023,7.85,High,9.29,7.31,3.97,3539,17,22,271.1,2
Akwa Ibom,Obot Akara,2024,7.3,High,7.67,8.45,5.74,2739,15,22,289.9,2
Akwa Ibom,Okobo,2018,7.41,High,7.95,7.52,3.9,2908,22,26,335.1,3
Akwa Ibom,Okobo,2019,7.29,High,7.42,8.55,5.51,2969,17,11,144.9,2
Akwa Ibom,Okobo,2020,7.42,High,7.98,7.67,4.23,3254,17,22,278.3,2
Akwa Ibom,Okobo,2021,7.67,High,9.37,6.68,3.78,2579,32,26,324.0,3
Akwa Ibom,Okobo,2022,8.12,High,8.69,8.82,4.44,3421,29,27,344.0,3
Akwa Ibom,Okobo,2023,7.2,High,7.83,7.11,3.9,3487,20,31,385.4,1
Akwa Ibom,Okobo,2024,7.29,High,8.08,7.36,4.44,3305,20,25,316.9,1
Akwa Ibom,Onna,2018,7.1,High,7.18,8.26,5.4,2545,16,11,141.3,2
Akwa Ibom,Onna,2019,7.81,High,9.32,7.07,3.73,2641,28,18,233.3,2
Akwa Ibom,Onna,2020,7.37,High,7.78,7.64,3.99,3113,13,13,162.4,3
Akwa Ibom,Onna,2021,7.69,High,7.8,8.66,4.46,3390,28,33,404.4,1
Akwa Ibom,Onna,2022,7.2,High,7.08,8.73,5.61,3320,35,18,234.8,2
Akwa Ibom,Onna,2023,7.42,High,7.26,8.22,3.85,2831,35,17,225.1,2
Akwa Ibom,Onna,2024,7.47,High,9.35,6.86,5.05,3485,32,27,355.3,3
Akwa Ibom,Oron,2018,7.19,High,8.76,6.63,4.8,2492,23,29,368.6,3
Akwa Ibom,Oron,2019,8.14,High,9.18,8.48,4.6,2872,22,30,398.9,2
Akwa Ibom,Oron,2020,7.26,High,7.4,8.11,4.74,2477,32,27,358.5,2
Akwa Ibom,Oron,2021,7.98,High,8.77,8.23,4.11,2999,34,30,378.5,1
Akwa Ibom,Oron,2022,7.44,High,8.4,7.17,3.96,2603,27,35,443.0,2
Akwa Ibom,Oron,2023,7.19,High,7.83,7.0,3.73,3250,26,32,401.6,2
Akwa Ibom,Oron,2024,7.73,High,8.13,8.52,4.64,3220,30,38,478.4,3
Akwa Ibom,Oruk Anam,2018,7.17,High,7.05,7.74,3.75,3217,20,23,282.0,3
Akwa Ibom,Oruk Anam,2019,7.87,High,9.0,8.4,5.47,2579,33,26,322.2,1
Akwa Ibom,Oruk Anam,2020,7.99,High,9.37,7.75,4.28,2510,18,14,177.9,3
Akwa Ibom,Oruk Anam,2021,7.91,High,7.98,8.78,3.95,3187,23,17,226.8,3
Akwa Ibom,Oruk Anam,2022,6.66,Medium,7.39,6.99,5.43,3315,28,13,171.3,1
Akwa Ibom,Oruk Anam,2023,7.86,High,8.92,7.92,4.35,2681,29,31,380.9,1
Akwa Ibom,Oruk Anam,2024,6.73,High,7.7,6.73,5.21,2778,23,23,295.6,3
Akwa Ibom,Udung Uko,2018,7.02,High,8.24,6.44,4.24,2860,15,23,290.6,1
Akwa Ibom,Udung Uko,2019,7.34,High,8.33,7.07,4.08,2539,13,15,192.2,1
Akwa Ibom,Udung Uko,2020,7.5,High,9.21,6.41,3.75,2776,33,27,341.4,1
Akwa Ibom,Udung Uko,2021,7.24,High,7.26,8.07,4.49,3080,20,24,315.6,3
Akwa Ibom,Udung Uko,2022,8.21,High,9.47,8.8,5.48,3410,28,32,400.7,2
Akwa Ibom,Udung Uko,2023,7.63,High,9.34,7.2,4.93,3214,36,30,368.1,1
Akwa Ibom,Udung Uko,2024,7.37,High,9.13,6.71,4.82,2858,16,27,336.9,3
Akwa Ibom,Ukanafun,2018,7.47,High,9.15,7.2,5.32,2556,19,27,347.7,3
Akwa Ibom,Ukanafun,2019,6.76,High,6.92,7.21,4.48,3120,22,28,357.9,3
Akwa Ibom,Ukanafun,2020,7.61,High,8.63,7.34,3.89,2855,32,29,374.8,2
Akwa Ibom,Ukanafun,2021,7.64,High,8.58,7.74,4.45,2899,25,19,253.2,3
Akwa Ibom,Ukanafun,2022,7.22,High,7.82,7.64,4.8,3281,23,22,267.6,2
Akwa Ibom,Ukanafun,2023,7.63,High,9.13,7.24,4.57,3296,37,32,424.9,3
Akwa Ibom,Ukanafun,2024,7.26,High,7.72,7.67,4.49,3522,36,31,398.9,1
Akwa Ibom,Uruan,2018,7.41,High,8.21,7.92,5.18,2597,14,26,346.2,2
Akwa Ibom,Uruan,2019,7.31,High,8.36,7.15,4.46,2722,31,21,279.4,1
Akwa Ibom,Uruan,2020,7.4,High,8.87,7.22,5.16,2797,30,24,306.7,3
Akwa Ibom,Uruan,2021,7.49,High,7.89,7.91,4.16,2752,25,16,208.1,3
Akwa Ibom,Uruan,2022,7.41,High,7.74,8.13,4.67,3166,28,25,329.7,2
Akwa Ibom,Uruan,2023,7.81,High,9.05,7.65,4.35,3130,21,25,329.4,2
Akwa Ibom,Uruan,2024,8.51,High,9.62,8.94,4.56,3397,32,37,494.0,1
Akwa Ibom,Urue-Offong/Oruko,2018,7.15,High,8.84,6.32,4.6,3155,12,27,333.6,2
Akwa Ibom,Urue-Offong/Oruko,2019,7.49,High,9.28,6.72,4.56,2618,11,29,357.8,2
Akwa Ibom,Urue-Offong/Oruko,2020,7.44,High,7.44,8.67,5.01,2940,13,12,154.2,3
Akwa Ibom,Urue-Offong/Oruko,2021,7.1,High,8.63,6.74,5.23,3119,25,14,170.7,1
Akwa Ibom,Urue-Offong/Oruko,2022,7.13,High,8.43,7.02,5.25,2874,27,20,265.3,3
Akwa Ibom,Urue-Offong/Oruko,2023,7.39,High,8.75,7.26,5.1,3300,30,30,378.3,1
Akwa Ibom,Urue-Offong/Oruko,2024,7.98,High,9.53,7.33,3.82,2692,18,23,304.0,3
Akwa Ibom,Uyo,2018,6.67,Medium,6.75,6.7,3.58,3081,33,18,220.2,2
Akwa Ibom,Uyo,2019,7.16,High,8.67,6.51,4.59,2815,18,27,354.0,2
Akwa Ibom,Uyo,2020,7.28,High,7.44,8.43,5.32,3084,31,17,217.5,2
Akwa Ibom,Uyo,2021,7.17,High,8.72,6.57,4.74,3100,17,18,240.5,1
Akwa Ibom,Uyo,2022,7.56,High,7.96,8.47,5.04,3323,17,33,410.1,1
Akwa Ibom,Uyo,2023,6.54,Medium,7.15,6.7,4.98,3315,26,29,363.1,3
Akwa Ibom,Uyo,2024,7.6,High,7.63,8.84,4.96,2785,32,13,161.8,3
Anambra,Aguata,2018,7.25,High,8.44,7.77,6.15,1798,32,26,336.6,3
Anambra,Aguata,2019,7.02,High,8.34,6.45,4.47,1730,43,21,269.8,2
Anambra,Aguata,2020,6.9,High,7.14,7.36,4.49,1809,31,23,302.1,1
Anambra,Aguata,2021,6.71,High,8.27,6.25,5.5,2012,42,30,372.4,3
Anambra,Aguata,2022,7.01,High,7.03,8.21,5.42,2243,44,12,154.1,3
Anambra,Aguata,2023,7.3,High,7.61,8.05,4.8,1872,26,13,165.2,1
Anambra,Aguata,2024,6.54,Medium,7.52,6.92,6.21,2355,33,18,221.5,2
Anambra,Anambra East,2018,6.6,Medium,6.56,7.75,5.64,2052,34,20,253.2,3
Anambra,Anambra East,2019,7.15,High,8.32,7.15,5.18,2008,16,20,243.0,1
Anambra,Anambra East,2020,7.63,High,8.87,7.47,4.55,1811,22,16,202.2,3
Anambra,Anambra East,2021,6.16,Medium,6.51,6.31,4.87,2251,43,29,366.2,3
Anambra,Anambra East,2022,6.24,Medium,6.75,6.46,5.22,2197,18,18,220.7,1
Anambra,Anambra East,2023,7.22,High,6.79,8.46,4.42,2151,41,14,170.9,2
Anambra,Anambra East,2024,7.14,High,8.09,7.87,6.19,2213,20,22,290.9,1
Anambra,Anambra West,2018,7.2,High,8.53,6.98,5.04,1899,42,12,150.3,3
Anambra,Anambra West,2019,6.84,High,7.19,7.82,5.8,1939,30,21,262.4,3
Anambra,Anambra West,2020,6.43,Medium,7.94,6.2,6.14,2143,16,27,355.5,3
Anambra,Anambra West,2021,6.72,High,8.41,6.53,6.3,2336,36,15,184.0,2
Anambra,Anambra West,2022,6.31,Medium,6.77,6.97,5.9,2031,26,18,240.5,2
Anambra,Anambra West,2023,7.08,High,6.76,8.71,5.54,1894,19,37,466.1,3
Anambra,Anambra West,2024,6.62,Medium,7.8,6.46,5.41,2259,43,33,438.7,2
Anambra,Anaocha,2018,6.98,High,6.99,8.38,5.87,2028,15,24,316.7,2
Anambra,Anaocha,2019,6.94,High,7.22,7.7,5.12,2252,24,26,337.2,1
Anambra,Anaocha,2020,6.29,Medium,6.58,7.02,5.74,2234,17,27,349.1,1
Anambra,Anaocha,2021,7.47,High,8.96,6.88,4.34,2035,21,31,392.8,2
Anambra,Anaocha,2022,6.27,Medium,7.09,6.64,6.12,2316,19,22,275.2,3
Anambra,Anaocha,2023,7.24,High,8.14,7.51,5.08,2154,48,21,265.4,1
Anambra,Anaocha,2024,6.62,Medium,7.3,6.83,5.15,2430,26,17,211.9,1
Anambra,Awka North,2018,6.22,Medium,6.29,6.81,5.08,1762,21,17,226.3,2
Anambra,Awka North,2019,6.12,Medium,6.82,6.08,5.2,2218,22,17,226.4,1
Anambra,Awka North,2020,7.46,High,8.64,7.88,5.74,1871,23,12,158.8,3
Anambra,Awka North,2021,6.03,Medium,6.54,6.38,5.69,1785,46,29,383.2,2
Anambra,Awka North,2022,7.96,High,8.71,8.59,4.8,2106,33,12,154.3,2
Anambra,Awka North,2023,7.43,High,7.36,8.42,4.41,2407,23,22,277.2,2
Anambra,Awka North,2024,7.17,High,8.84,6.69,5.24,2376,30,33,406.7,1
Anambra,Awka South,2018,6.26,Medium,6.98,6.13,4.93,1730,37,22,268.4,3
Anambra,Awka South,2019,6.3,Medium,6.42,7.05,5.41,1783,15,29,372.6,3
Anambra,Awka South,2020,7.59,High,7.68,8.5,4.44,2247,30,27,350.2,1
Anambra,Awka South,2021,7.66,High,7.96,8.51,4.65,1898,37,26,337.1,3
Anambra,Awka South,2022,6.56,Medium,7.64,6.77,5.99,2360,17,31,384.5,3
Anambra,Awka South,2023,7.89,High,8.96,8.02,4.51,2465,32,16,212.7,3
Anambra,Awka South,2024,7.44,High,8.74,7.12,4.52,2344,23,15,195.6,1
Anambra,Ayamelum,2018,7.28,High,8.51,7.75,6.11,2138,14,24,320.6,3
Anambra,Ayamelum,2019,6.78,High,7.32,7.2,5.14,2236,37,18,221.8,2
Anambra,Ayamelum,2020,6.36,Medium,7.25,6.21,5.14,2344,33,18,229.9,3
Anambra,Ayamelum,2021,6.6,Medium,7.2,7.35,6.11,1817,24,18,238.4,2
Anambra,Ayamelum,2022,7.18,High,7.46,8.02,5.07,1971,44,34,423.1,3
Anambra,Ayamelum,2023,7.65,High,8.65,8.28,5.63,1909,36,33,421.9,2
Anambra,Ayamelum,2024,6.91,High,7.71,7.71,6.3,2247,40,31,391.3,1
Anambra,Dunukofia,2018,6.92,High,6.35,8.24,4.58,1728,42,11,137.2,1
Anambra,Dunukofia,2019,6.57,Medium,6.73,7.34,5.31,2201,25,27,353.2,1
Anambra,Dunukofia,2020,6.4,Medium,6.54,6.87,4.79,1979,30,25,306.4,2
Anambra,Dunukofia,2021,6.7,High,7.58,6.89,5.47,1985,24,31,409.2,3
Anambra,Dunukofia,2022,6.61,Medium,7.28,6.92,5.36,2049,44,23,290.2,2
Anambra,Dunukofia,2023,6.97,High,6.94,7.88,4.83,2488,19,13,165.1,2
Anambra,Dunukofia,2024,7.56,High,8.96,7.67,5.48,2242,24,34,454.2,1
Anambra,Ekwusigo,2018,7.44,High,8.4,7.61,4.83,2208,26,15,182.3,1
Anambra,Ekwusigo,2019,6.69,Medium,8.29,6.32,5.77,2237,34,16,213.6,2
Anambra,Ekwusigo,2020,6.67,Medium,7.32,7.37,6.04,1908,38,16,202.8,3
Anambra,Ekwusigo,2021,7.17,High,8.84,7.03,5.89,2183,33,26,323.7,1
Anambra,Ekwusigo,2022,7.01,High,7.43,7.64,5.09,2439,28,15,199.6,2
Anambra,Ekwusigo,2023,6.64,Medium,8.12,6.33,5.69,1858,31,18,237.3,1
Anambra,Ekwusigo,2024,7.21,High,7.47,8.59,6.05,2203,33,29,354.4,2
Anambra,Idemili North,2018,6.52,Medium,7.5,6.85,6.1,2190,16,13,166.1,1
Anambra,Idemili North,2019,7.47,High,7.99,8.47,5.57,2155,27,15,193.9,2
Anambra,Idemili North,2020,7.04,High,8.28,7.35,6.08,1854,25,14,186.5,3
Anambra,Idemili North,2021,6.92,High,8.76,6.15,5.22,2069,26,34,422.7,1
Anambra,Idemili North,2022,7.59,High,8.78,7.79,5.21,2178,39,18,228.6,3
Anambra,Idemili North,2023,7.81,High,9.13,7.76,4.76,2158,36,27,356.9,1
Anambra,Idemili North,2024,7.17,High,7.77,7.73,5.12,2399,25,35,461.5,3
Anambra,Idemili South,2018,7.12,High,6.86,8.22,4.55,2151,42,19,232.5,1
Anambra,Idemili South,2019,6.6,Medium,7.28,7.11,5.76,1992,32,21,258.1,2
Anambra,Idemili South,2020,6.87,High,8.89,6.09,5.64,1913,21,21,256.8,1
Anambra,Idemili South,2021,6.56,Medium,7.76,6.22,5.19,2257,21,33,436.9,1
Anambra,Idemili South,2022,6.2,Medium,6.67,6.38,5.13,1853,16,16,201.8,2
Anambra,Idemili South,2023,6.42,Medium,7.11,6.49,5.1,1890,16,29,355.9,2
Anambra,Idemili South,2024,6.83,High,7.87,6.87,5.31,2226,23,36,448.2,1
Anambra,Ihiala,2018,7.28,High,8.69,6.97,4.93,1864,18,13,159.8,3
Anambra,Ihiala,2019,6.99,High,8.56,6.7,5.55,2076,42,17,208.8,1
Anambra,Ihiala,2020,7.63,High,8.74,8.3,5.91,2110,45,14,177.5,3
Anambra,Ihiala,2021,6.41,Medium,6.93,6.4,4.58,1850,16,19,238.0,2
Anambra,Ihiala,2022,6.41,Medium,6.77,6.95,5.42,2038,26,18,232.3,2
Anambra,Ihiala,2023,6.78,High,7.82,7.26,6.23,2353,27,27,347.1,3
Anambra,Ihiala,2024,7.24,High,8.85,7.35,6.18,1903,36,14,183.4,3
Anambra,Njikoka,2018,7.2,High,7.6,8.33,5.86,1692,32,22,277.8,2
Anambra,Njikoka,2019,6.42,Medium,7.01,6.96,5.87,1752,27,19,233.3,3
Anambra,Njikoka,2020,6.61,Medium,6.43,7.51,4.83,1998,16,21,270.6,1
Anambra,Njikoka,2021,7.47,High,8.15,8.51,5.98,2409,30,22,270.1,3
Anambra,Njikoka,2022,6.95,High,7.86,6.74,4.43,2110,18,20,242.9,2
Anambra,Njikoka,2023,7.22,High,8.78,6.94,5.35,2218,35,35,425.3,2
Anambra,Njikoka,2024,7.77,High,8.46,8.66,5.39,2437,42,28,373.6,2
Anambra,Nnewi North,2018,7.19,High,8.18,6.95,4.3,2239,35,27,341.0,2
Anambra,Nnewi North,2019,7.42,High,8.51,7.51,4.92,2244,33,12,156.4,2
Anambra,Nnewi North,2020,7.25,High,7.32,8.45,5.3,1774,18,14,182.3,3
Anambra,Nnewi North,2021,7.23,High,8.25,7.92,6.18,1831,40,26,326.1,2
Anambra,Nnewi North,2022,6.78,High,7.61,6.53,4.37,2333,25,28,362.8,3
