year,place,lga,state,fpi_score,annual_rainfall_mm,population_exposed_thousands
2017,Kirikasama,Kiri Kasamma,Jigawa,9.18,648,0.907
2017,KISHI,Irepo,Oyo,4.42,882,0.679
2017,Kiyawa,Kiyawa,Jigawa,9.48,630,0.692
2017,Kogin Baba,Toungo,Adamawa,7.01,1801,0.519
2017,KOKO,Shanga,Kebbi,4.58,710,0.78
2017,Kokori,Ethiope East,Delta,3.35,1263,0.788
2017,Kokuwa,Gulani,Yobe,7.2,1998,0.554
2017,Kombo,Balanga,Gombe,5.44,1789,0.516
2017,Konduga,Konduga,Borno,9.83,180,0.623
2017,Konkul,Maiha,Adamawa,3.97,1464,0.759
2017,Konkwesso,Borgu,Niger,9.01,968,0.806
2017,KONTAGORA,Kontagora,Niger,1.79,1001,0.875
2017,Kotonkoro,Mariga,Niger,1.42,885,0.88
2017,Kubacha,Kagarko,Kaduna,2.12,1192,0.61
2017,Kubli,Borgu,Niger,4.32,159,0.58
2017,Kudan,Kudan,Kaduna,8.76,656,0.635
2017,Kujakwa,Kuje,Federal Capital Territory,7.64,720,0.877
2017,Kuje,Abuja Municipal,Federal Capital Territory,6.17,664,0.86
2017,Kukawa,Kukawa,Borno,6.52,726,0.976
2017,Kumagunnam,Yusufari,Yobe,6.78,1448,0.983
2017,Kumshe,Bama,Borno,4.18,819,0.576
2017,Kumuo,Shira,Bauchi,7.37,109,0.52
2017,Kunchi,Kunchi,Kano,2.08,1134,0.509
2017,Kunya,Minjibir,Kano,9.39,488,0.518
2017,Kura,Kura,Kano,6.01,1079,0.949
2017,Kurama Suko,Fakai,Kebbi,3.08,628,0.513
2017,Kurdula,Gudu,Sokoto,5.8,1155,0.891
2017,Kurfi,Kurfi,Katsina,4.04,941,0.71
2017,Kurua,Tureta,Sokoto,3.29,1351,0.664
2017,Kurugin Maidowa,Mariga,Niger,4.38,1101,0.581
2017,Kurukuru,Sabon Birni,Sokoto,1.4,1807,0.802
2017,Kusheriki,Rafi,Niger,9.72,1509,0.509
2017,Kutigi,Lavun,Niger,2.3,593,0.643
2017,Kutiluko,Agaie,Niger,8.66,1238,0.771
2017,Kutiwenji,Lavun,Niger,6.27,1089,0.891
2017,Kwadaga,Birnin-Gwari,Kaduna,2.87,1538,0.587
2017,Kwajaffa Babur,Hawul,Borno,5.95,162,0.606
2017,Kwali,Kwali,Federal Capital Territory,3.37,1968,0.983
2017,Kware,Kware,Sokoto,5.02,857,0.83
2017,Kwiambana,Maru,Zamfara,8.71,601,0.522
2017,Kwolla,Qua'an Pan,Plateau,4.28,1642,0.657
2017,Lafagu,Bagudo,Kebbi,4.77,1602,0.748
2017,Lafia,Dekina,Kogi,7.89,1071,0.934
2017,LAFIAGI,Edu,Kwara,4.99,1799,0.671
2017,LAGOS,Eti-Osa,Lagos,1.94,1317,0.999
2017,Lalupon,Lagelu,Oyo,8.52,1254,0.519
2017,Lame,Toro,Bauchi,5.66,1639,0.775
2017,Laminga,Nasarawa,Nasarawa,9.07,789,0.654
2017,Langtang,Langtang North,Plateau,1.79,1320,0.743
2017,Lanlate,Ibarapa East,Oyo,3.16,1790,0.765
2017,Lantewa,Tarmua,Yobe,6.01,1122,0.921
2017,Lapai,Lapai,Niger,4.48,820,0.579
2017,Lau,Lau,Taraba,9.44,796,0.864
2017,Lema,Arewa-Dandi,Kebbi,8.17,1295,0.56
2017,LERE,Tafawa-Balewa,Bauchi,3.89,489,0.578
2017,Letugbene,Ekeremor,Bayelsa,2.88,1651,0.976
2017,Libba,Maiyama,Kebbi,2.06,1516,0.674
2017,Limanti,Mafa,Borno,8.08,693,0.883
2017,Little Gombi,Gombi,Adamawa,8.52,1853,0.615
2017,Ljaiye,Itesiwaju,Oyo,6.95,344,0.618
2017,LOGOMANI,Ngala,Borno,7.04,1390,0.612
2017,LOKOJA,Lokoja,Kogi,2.31,561,0.512
2017,Lollo,Bagudo,Kebbi,6.41,959,0.757
2017,Madalla,Suleja,Niger,4.32,963,0.612
2017,Madara,Katagum,Bauchi,4.21,744,0.947
2017,Mafa,Mafa,Borno,3.09,1519,0.76
2017,Magami,Gusau,Zamfara,8.86,1203,0.505
2017,Magumeri,Magumeri,Borno,1.39,1863,0.84
2017,Mahuta,Fakai,Kebbi,9.2,929,0.97
2017,Mai Gora,Faskari,Katsina,4.35,490,0.707
2017,MAIDUGURI,Maiduguri,Borno,9.95,345,0.825
2017,Maigatari,Maigatari,Jigawa,6.83,1610,0.964
2017,Maiha,Maiha,Adamawa,2.9,1945,0.584
2017,Maimadi,Alkaleri,Bauchi,5.8,679,0.756
2017,Mainok,Kaga,Borno,9.21,1830,0.798
2017,Maiyema,Maiyama,Kebbi,7.91,425,0.832
2017,MAKURDI,Makurdi,Benue,2.17,395,0.986
2017,Mala,Gassol,Taraba,5.4,1522,0.864
2017,Malissa,Gwandu,Kebbi,6.11,1085,0.644
2017,Mallamji,Tureta,Sokoto,6.53,1436,0.805
2017,Malum Maja,Dikwa,Borno,2.65,1500,0.833
2017,Malumfashi,Malumfashi,Katsina,5.62,809,0.938
2017,Mamu,Ijebu North,Ogun,7.26,1263,0.867
2017,Manegi,Mashegu,Niger,6.1,910,0.786
2017,Mani,Mani,Katsina,8.76,632,0.83
2017,Manmagi,Gbako,Niger,5.91,1609,0.66
2017,Manu,Tangaza,Sokoto,4.21,1123,0.52
2017,Maradun,Maradun,Zamfara,7.35,1527,0.528
2017,Marafa,Fakai,Kebbi,5.61,1199,0.528
2017,Mararaba,Donga,Taraba,3.34,1982,0.529
2017,Marguba,Kaga,Borno,3.87,1666,0.513
2017,Marnona,Wurno,Sokoto,7.28,766,0.697
2017,Marte,Marte,Borno,7.88,534,0.741
2017,Masba,Konduga,Borno,4.55,1958,0.548
2017,Mashe,Edu,Kwara,9.99,1526,0.516
2017,Matani,Toto,Nasarawa,8.51,1666,0.947
2017,Matari,Soba,Kaduna,8.13,683,0.844
2017,Mato,Shendam,Plateau,6.63,856,0.944
2017,Matsena,Machina,Yobe,4.36,111,0.991
2017,Mayaki,Lapai,Niger,1.85,400,0.751
2017,Mayo Faran,Mayo-Belwa,Adamawa,9.33,1690,0.523
2017,Mayo Lope,Demsa,Adamawa,8.52,713,0.846
2017,Mayo Ndaga,Sardauna,Taraba,4.77,1860,0.891
2017,Mbara,Vandeikya,Benue,3.04,345,0.92
2017,Meko,Imeko-Afon,Ogun,5.12,1201,0.537
2017,Meori,Yusufari,Yobe,9.55,1736,0.851
2017,MINNA,Chanchaga,Niger,5.16,746,0.848
2017,Miringa,Biu,Borno,4.16,1609,0.6
2017,Misau,Misau,Bauchi,6.36,999,0.697
2017,Miya,Ganjuwa,Bauchi,9.15,766,0.682
2017,Mogo,Agwara,Niger,7.06,1147,0.744
2017,MOKWA,Mokwa,Niger,9.89,1382,0.806
2017,Monguno,Monguno,Borno,9.44,553,0.712
2017,Moniya,Akinyele,Oyo,7.74,633,0.532
2017,Monkin,Zing,Taraba,5.48,530,0.925
2017,Mopa,Mopa-Muro,Kogi,3.97,1863,0.69
2017,Moriki,Zurmi,Zamfara,4.25,1852,0.947
2017,Moroa,Akwanga,Nasarawa,9.98,1052,0.662
2017,Mosalachi,Mokwa,Niger,3.42,1072,0.876
2017,Moshi,Kaiama,Kwara,6.82,1165,0.843
2017,Mubi,Mubi South,Adamawa,5.54,1271,0.572
2017,Muduru,Mani,Katsina,1.31,1030,0.849
2017,Mule,Mashegu,Niger,3.94,1037,0.633
2017,Mulgai,Damboa,Borno,4.02,930,0.638
2017,Mungadi,Maiyama,Kebbi,4.76,1619,0.764
2017,Murba,Damaturu,Yobe,7.1,826,0.844
2017,Muri,Karim-Lamido,Taraba,6.96,1455,0.631
2017,Musawa,Musawa,Katsina,7.58,1719,0.721
2017,Mutum Biyu,Gassol,Taraba,5,971,0.563
2017,Mutumji,Maru,Zamfara,9.89,281,0.953
2017,Muya,Birnin-Gwari,Kaduna,8.25,643,0.644
2017,NAFADA,Nafada,Gombe,2.26,1554,0.522
2017,Namu,Qua'an Pan,Plateau,9.35,1135,0.979
2017,Nasarawa,Shanga,Kebbi,3.61,1063,0.521
2017,Nasarawa,Bukkuyum,Zamfara,3.1,1662,0.668
2017,NASARAWA,Nasarawa,Nasarawa,4.65,455,0.733
2017,Ndashe,Lapai,Niger,1.86,1412,0.759
2017,Ngamdu,Kaga,Borno,7.39,1385,0.966
2017,Ngelewa,Marte,Borno,5.27,765,0.984
2017,Ngurore,Yola South,Adamawa,5.83,1379,0.509
2017,NGURU,Nguru,Yobe,7.59,418,0.943
2017,Nikrowa,Ovia South West,Edo,3.48,1337,0.555
2017,Ningi,Ningi,Bauchi,9.2,1139,0.735
2017,Nsukka,Nsukka,Enugu,4.33,404,0.516
2017,Nugmagi,Lapai,Niger,4.09,1193,0.859
2017,Nugurosoye,Bama,Borno,4.56,1934,0.629
2017,Numan,Numan,Adamawa,7.18,725,0.501
2017,Obi,Obi,Nasarawa,1.02,1604,0.811
2017,Obudu,Obudu,Cross River,4.48,1082,0.863
2017,Odenyi,Bassa,Kogi,6.84,1733,0.54
2017,Odo-Ogun,Oyo West,Oyo,9.14,646,0.907
2017,OFFA,Offa,Kwara,7.45,1973,0.937
2017,OGBOMOSHO,Ogbomosho North,Oyo,4,1144,0.601
2017,Ogboro,Saki East,Oyo,4.85,1435,0.553
2017,Ogidigbe,Warri South West,Delta,4.78,1705,0.744
2017,OGOJA,Ogoja,Cross River,9.87,1894,0.609
2017,Ogunbayo,Ifelodun,Kwara,2.22,970,0.948
2017,Oji River Settlement,Oji-River,Enugu,5.98,165,0.945
2017,Okarki,Ahoada West,Rivers,3.44,1024,0.908
2017,Oke Igbira,Ikole,Ekiti,6.76,1947,0.624
2017,OKE-IHO,Kajola,Oyo,9.83,1515,0.503
2017,Oke-Ile,Iwajowa,Oyo,5.31,1643,0.616
2017,Okeluse,Ovia North East,Edo,1.37,1456,0.511
2017,Oke-Mesi,Ekiti West,Ekiti,1.95,1440,0.952
2017,OKENE,Adavi,Kogi,8.78,1704,0.584
2017,Okha,Ovia South West,Edo,7.87,1885,0.882
2017,Okigwi,Okigwe,Imo,7.14,1598,0.518
2017,Okitipupa,Okitipupa,Ondo,1.08,201,0.551
2017,Okolushe-Egboro,Pategi,Kwara,1.03,768,0.653
2017,Okpari,Ughelli South,Delta,1.8,146,0.801
2017,Okpiniama,Ogbia,Bayelsa,2.55,1447,0.568
2017,Okum Alfa,Eti-Osa,Lagos,9.75,766,0.808
2017,Okumbiri,Brass,Bayelsa,8.7,1670,0.857
2017,Okuta,Baruten,Kwara,9.31,1672,0.885
2017,Okwele,Unuimo,Imo,6.2,1099,0.562
2017,Ola,Abeokuta North,Ogun,5.49,1208,0.516
2017,Olojudro,Oluyole,Oyo,6.95,1865,0.52
2017,Olugo,Ankpa,Kogi,8.21,861,0.631
2017,Omolomo,Warri North,Delta,2.94,459,0.788
2017,Omu-Aran,Irepodun,Kwara,2.25,1565,0.765
2017,Omuo,Ekiti East,Ekiti,2.25,418,0.6
2017,ONDO,Ondo West,Ondo,9.73,1720,0.709
2017,ONITSHA,Onitsha North,Anambra,3.01,1586,0.768
2017,Ora,Ovia North East,Edo,9.61,1427,0.968
2017,Orah,Ovia South West,Edo,7.17,755,0.819
2017,Ore,Odigbo,Ondo,6.15,285,0.853
2017,Oro,Irepodun,Kwara,7.87,976,0.674
2017,Orogun,Ndokwa West,Delta,4.96,299,0.553
2017,Oron,Oron,Akwa Ibom,8.16,1562,0.635
2017,Oru,Ijebu North,Ogun,6.44,210,0.504
2017,Osenseni,Kogi,Kogi,2.57,120,0.857
2017,OSHOGBO,Osogbo,Osun,9.25,1243,0.791
2017,Osi,Ekiti,Kwara,9.91,189,0.729
2017,Otuan,Southern Ijaw,Bayelsa,5.19,1489,0.554
2017,Otun,Moba,Ekiti,2.68,447,0.576
2017,Oturkpo,Oturkpo,Benue,1.3,1125,0.649
2017,Oviri,Okpe,Delta,6.39,1031,0.953
2017,Owerri,Owerri-Municipal,Imo,7.21,1080,0.972
2017,OWO,Owo,Ondo,6.16,1794,0.665
2017,OYO,Oyo East,Oyo,5.74,1444,0.928
2017,Pai,Wushishi,Niger,3.66,1756,0.528
2017,Paiko,Paikoro,Niger,7.01,1311,0.534
2017,Pambeguwa,Kubau,Kaduna,4.89,1439,0.672
2017,Pandam,Karu,Nasarawa,9.98,908,0.749
2017,Pandogari,Rafi,Niger,4.16,304,0.751
2017,PANKSHIN,Pankshin,Plateau,9.79,517,0.869
2017,Panyam,Mangu,Plateau,4.84,1721,0.915
2017,Papalanto,Ewekoro,Ogun,9.6,1372,0.6
2017,Pari,Kajuru,Kaduna,8.61,1490,0.946
2017,Pate,Abaji,Federal Capital Territory,9.08,1818,0.908
2017,Pategi,Pategi,Kwara,8.22,1029,0.508
2017,Pinau,Wase,Plateau,7.15,581,0.757
2017,Pizhi,Lavun,Niger,4.38,1702,0.963
2017,PORT HARCOURT,Port-Harcourt,Rivers,9.69,1963,0.62
2017,POTISKUM,Potiskum,Yobe,9.45,463,0.531
2017,Pupanyunyu,Askira/Uba,Borno,1.42,1441,0.881
2017,Putuk,Alkaleri,Bauchi,3.06,944,0.571
2017,Rafin Dinga,Ningi,Bauchi,7.78,638,0.657
2017,Rafin Tsaka,Arewa-Dandi,Kebbi,2.49,1830,0.929
2017,Rahama,Lere,Kaduna,4.55,1560,0.641
2017,RAKA,Gwadabawa,Sokoto,6.77,1283,0.86
2017,Randeggi,Birnin-Gwari,Kaduna,9.73,209,0.908
2017,Rano,Rano,Kano,8.03,804,0.878
2017,Rauta,Bauchi,Bauchi,2.47,1768,0.662
2017,Rijau,Rijau,Niger,7.2,1821,0.591
2017,RINGIM,Ringim,Jigawa,3.71,1663,0.55
2017,Rinjim Mukur,Toro,Bauchi,7.46,1770,0.586
2017,Ruan Badu,Maradun,Zamfara,8.19,1092,0.948
2017,Rurum,Rano,Kano,5.2,489,0.594
2017,Rusu,Gusau,Zamfara,1.72,1970,0.955
2017,Ruwan Doruwa,Bungudu,Zamfara,3.21,1331,0.614
2017,Ruwan Jema,Bukkuyum,Zamfara,9.1,674,0.966
2017,Sabon Birni,Igabi,Kaduna,4.54,1496,0.917
2017,Sabon Gari,Toro,Bauchi,3.04,166,0.649
2017,Sabon Gari,Darazo,Bauchi,3.65,1040,0.866
2017,Sabon Gari,Koko/Besse,Kebbi,7.93,606,0.943
2017,Sabon Gida,Borgu,Niger,8.08,1423,0.954
2017,Sade,Darazo,Bauchi,8.02,201,0.902
2017,Saforogbon,Ese-Odo,Ondo,2.26,1922,0.538
2017,Sainyinan Daji,Tambuwal,Sokoto,9.68,1162,0.67
2017,Sakaba,Sakaba,Kebbi,5.16,237,0.889
2017,Sakke,Wasagu/Danko,Kebbi,7.1,685,0.911
2017,Sakwabe,Arewa-Dandi,Kebbi,2.79,1244,0.569
2017,Salka,Magama,Niger,8.6,1051,0.527
2017,Samamiya,Gwaram,Jigawa,4.3,1762,0.836
2017,Samia,Bagudo,Kebbi,9.02,1884,0.88
2017,Sanbi,Bagudo,Kebbi,3.03,1986,0.506
2017,Sansanne,Gassol,Taraba,2.61,1700,0.551
2017,Sanusi,Odeda,Ogun,7.97,1314,0.875
2017,SAPELE,Sapele,Delta,5.39,849,0.642
2017,SARKIN PAWA,Muya,Niger,6.54,1505,0.591
2017,Sauri,Tsafe,Zamfara,9.96,1897,0.83
2017,Sendirdi,Gassol,Taraba,9.76,258,0.754
2017,Serti,Gashaka,Taraba,9.22,474,0.59
2017,Shagamu,Shagamu,Ogun,6.93,1008,0.533
2017,SHAKI,Saki West,Oyo,3.86,1882,0.657
2017,Shamaki,Ningi,Bauchi,10,515,0.982
2017,Shani,Shani,Borno,8.05,161,0.795
2017,Shanono,Shanono,Kano,2.64,726,0.646
2017,Share,Ifelodun,Kwara,8.3,641,0.839
2017,Shemankar,Shendam,Plateau,5.99,324,0.597
2017,Shendam,Shendam,Plateau,7.24,541,0.719
2017,Shika,Mokwa,Niger,3.39,976,0.562
2017,Shinaka,Goronyo,Sokoto,8.98,339,0.875
2017,Shiwun,Obafemi-Owode,Ogun,3.68,1858,0.585
2017,Shomulekiri,Kabba/Bunu,Kogi,4.29,909,0.571
2017,Shonga,Edu,Kwara,5.37,1816,0.543
2017,Siluko,Ovia South West,Edo,8.22,374,0.542
2017,Sitti,Sumaila,Kano,9.59,1901,0.778
2017,Soba,Soba,Kaduna,5.57,1567,0.641
2017,Sofo-Birnin-Gwari,Birnin-Gwari,Kaduna,8.83,1986,0.551
2017,Sogaga,Kubau,Kaduna,7.25,973,0.718
2017,SOKOTO,Sokoto South,Sokoto,7.51,926,0.747
2017,Song,Song,Adamawa,3.19,1160,0.958
2017,Sugu,Ganye,Adamawa,9.62,797,0.835
2017,Sumaila,Sumaila,Kano,8.5,679,0.892
2017,Suntai,Bali,Taraba,4.86,1942,0.541
2017,Suru,Suru,Kebbi,2,1826,0.962
2017,Suya,Baruten,Kwara,4.49,345,0.721
2017,Swate,Borgu,Niger,2.09,1960,0.806
2017,Tafawa Balewa,Tafawa-Balewa,Bauchi,5.91,191,0.976
2017,Takai,Takai,Kano,5.1,1390,0.785
2017,Taki,Kabba/Bunu,Kogi,6.41,537,0.72
2017,TAKUM,Takum,Taraba,7.66,1657,0.895
2017,Takura,Kwali,Federal Capital Territory,8.58,1810,0.808
2017,Takuti,Lapai,Niger,8.29,989,0.581
2017,Talata Mafara,Talata Mafara,Zamfara,9.62,1689,0.755
2017,Tando,Abaji,Federal Capital Territory,5.02,1780,0.995
2017,Tapa,Ibarapa North,Oyo,1.9,1284,0.543
2017,Tapkin Fuss,Gudu,Sokoto,2.5,395,0.682
2017,Taramal,Alkaleri,Bauchi,8.23,600,0.767
2017,Tegina,Rafi,Niger,4.15,1218,0.619
2017,Tepe,Fufore,Adamawa,4.03,1359,0.904
2017,Tilli,Bunza,Kebbi,9.54,1629,0.791
2017,Tongo,Funakaye,Gombe,8.84,1864,0.527
2017,Tor Donga,Katsina-Ala,Benue,4.17,742,0.8
2017,Toto,Toto,Nasarawa,6.73,1286,0.656
2017,Toungo,Toungo,Adamawa,7.88,1376,0.694
2017,Tsamiya,Tureta,Sokoto,4.67,607,0.872
2017,Tsanni,Batagarawa,Katsina,7.65,1191,0.582
2017,Tswafu,Mashegu,Niger,1.29,920,0.765
2017,Tudun Quardo,Chikun,Kaduna,1.57,1643,0.905
2017,Tudun Wada,Tudun Wada,Kano,7.46,261,0.872
2017,Tukudawa,Isa,Sokoto,3.8,1791,0.512
2017,Tundun Sakwa,Chikun,Kaduna,4.8,1161,0.577
2017,Tunga Laila,Shanga,Kebbi,1.5,1971,0.634
2017,Tungan Gimba,Lafia,Nasarawa,8.55,1347,0.933
2017,Udubo,Gamawa,Bauchi,3.88,1863,0.952
2017,Ugbenu,Ethiope West,Delta,2.08,561,0.949
2017,Ugep,Yakurr,Cross River,6.01,1970,0.682
2017,Ugumji,Ganjuwa,Bauchi,1.91,774,0.762
2017,Uke,Karu,Nasarawa,2.47,282,0.889
2017,Ukehe,Igbo-Etiti,Enugu,3.51,584,0.784
2017,Ulmiri,Yusufari,Yobe,7.88,1656,0.81
2017,Umuahia,Umuahia North,Abia,7.5,1907,0.58
2017,Umunede,Ika North East,Delta,2.45,1168,0.779
2017,Ungwan Zakara,Birnin-Gwari,Kaduna,7.23,772,0.969
2017,Ungwar Amere,Jema'a,Kaduna,2.17,419,0.883
2017,Unkwoi,Mariga,Niger,3.04,502,0.631
2017,UROMI,Esan North East,Edo,8.72,355,0.683
2017,Uvbe,Uhunmwonde,Edo,1.28,1941,0.5
2017,Uyanga Okpo Usun,Akamkpa,Cross River,6.79,1727,0.99
2017,Uyo,Uyo,Akwa Ibom,5,1443,0.626
2017,Uzawo,Mariga,Niger,5.8,783,0.91
2017,Wamdewo,Askira/Uba,Borno,9.41,1455,0.823
2017,Wamuri,Konduga,Borno,1.72,1840,0.548
2017,Warari,Rijau,Niger,3.74,1419,0.909
2017,WARRI,Warri South,Delta,3.38,557,0.638
2017,Waru,Abuja Municipal,Federal Capital Territory,4.08,321,0.653
2017,Wasagu,Wasagu/Danko,Kebbi,8.62,1563,0.518
2017,WAWA,Borgu,Niger,6.66,482,0.937
2017,Waya,Kwande,Benue,1.56,1307,0.652
2017,Worumokato,Kaiama,Kwara,1.23,1297,0.581
2017,Wudil,Wudil,Kano,3.58,568,0.614
2017,WUKARI,Wukari,Taraba,3.94,553,0.632
2017,Wurianka,Shelleng,Adamawa,1.21,468,0.54
2017,Wurio,Gassol,Taraba,4.78,678,0.763
2017,Wurno,Wurno,Sokoto,1.65,1543,0.722
2017,Wuro Yolde,Fufore,Adamawa,8.3,810,0.592
2017,WUYA,Mokwa,Niger,1.16,1615,0.785
2017,Wuyo,Bayo,Borno,4.6,1037,0.969
2017,Yajiwa,Konduga,Borno,6.71,1073,0.98
2017,Yako,Kiru,Kano,6.06,528,0.901
2017,Yalowo,Idanre,Ondo,1.24,1063,0.706
2017,Yan Tumaki,Dan Musa,Katsina,2.51,440,0.659
2017,Yango,Talata Mafara,Zamfara,2.63,1157,0.923
2017,Yashikera,Baruten,Kwara,8.3,509,0.741
2017,Yasku,Magumeri,Borno,5.7,1557,0.617
2017,Yekami,Ife South,Osun,7.66,1851,0.661
2017,Yenagoa,Yenegoa,Bayelsa,1.64,988,0.986
2017,Yola,Yola North,Adamawa,3.89,585,0.536
2017,Yusufari,Yusufari,Yobe,2.44,652,0.548
2017,Zaki Biam,Ukum,Benue,4.08,704,0.559
2017,Zari,Mobbar,Borno,9.52,1249,0.603
2017,ZARIA,Zaria,Kaduna,9.31,917,0.551
2017,Zeddi,Jakusko,Yobe,5.25,1321,0.741
2017,Zenabi,Doguwa,Kano,7.81,197,0.958
2017,Zhiru,Karim-Lamido,Taraba,4.98,422,0.781
2017,Zindiwa,Gamawa,Bauchi,2.45,754,0.701
2017,Zogodo,Tarmua,Yobe,2.33,1992,0.985
2017,Zongon Daji,Adavi,Kogi,3.09,1945,0.984
2017,Zugurma,Mashegu,Niger,2.76,607,0.7
2017,ZUNGERU,Wushishi,Niger,3.28,270,0.544
2017,Zurak,Wase,Plateau,2.44,688,0.77
2017,Zurmi,Zurmi,Zamfara,7.24,667,0.585
2017,Zuru,Zuru,Kebbi,9,1031,0.544
2018,ABA,Aba South,Abia,8.53,1279,0.951
2018,Abakaliki,Ebonyi,Ebonyi,7.8,1494,0.881
2018,Abaragba,Ikom,Cross River,1.83,111,0.593
2018,ABEOKUTA,Abeokuta South,Ogun,7.24,1185,0.944
2018,Abong,Kurmi,Taraba,7.11,1315,0.587
2018,ABUJA,Abuja Municipal,Federal Capital Territory,2.27,364,0.96
2018,Addo,Iseyin,Oyo,2.08,1381,0.944
2018,Adebka,Bukkuyum,Zamfara,5.48,1798,0.939
2018,Ado,Ado-Odo/Ota,Ogun,4.8,304,0.505
2018,Ado-Ekiti,Ado Ekiti,Ekiti,2.99,597,0.918
2018,Afikpo,Afikpo North,Ebonyi,3.65,652,0.81
2018,Agam,Kajuru,Kaduna,8.17,1330,0.756
2018,Agbado,Aiyekire (Gbonyin),Ekiti,5.14,1579,0.892
2018,Agbor,Ika South,Delta,3.05,317,0.961
2018,Ageri,Odeda,Ogun,7.02,346,0.783
2018,Aggi,Ekeremor,Bayelsa,6.65,1683,0.867
2018,Agholopke,Okpe,Delta,7.97,1445,0.625
2018,Ago Amadu,Saki East,Oyo,6.99,987,0.817
2018,Ago-Owu,Aiyedade,Osun,5.36,1599,0.792
2018,Agunrege,Atigbo,Oyo,3.07,378,0.764
2018,Aiyetoro,Egbado North,Ogun,3.96,219,0.908
2018,Ajapa,Ese-Odo,Ondo,3.05,401,0.727
2018,AJASSE IPO,Irepodun,Kwara,3.14,1277,0.7
2018,Ajebo,Obafemi-Owode,Ogun,2.13,1464,0.713
2018,Akerre,Wushishi,Niger,6.37,785,0.565
2018,Akowe,Afijio,Oyo,2.67,1480,0.514
2018,Akungba,Akoko South West,Ondo,3.49,778,0.77
2018,Akure,Akure South,Ondo,9.82,1726,0.663
2018,Akwana,Logo,Benue,7.8,1067,0.838
2018,Akwanga,Akwanga,Nasarawa,3.86,784,0.89
2018,Alagarno,Fune,Yobe,5.15,1953,0.507
2018,Alakuka,Ijebu East,Ogun,3.09,229,0.621
2018,Alawa,Shiroro,Niger,5.31,1783,0.549
2018,Alkalere,Alkaleri,Bauchi,3.79,1689,0.527
2018,Alla Soka,Imeko-Afon,Ogun,9.65,482,0.657
2018,Amaku,Nasarawa,Nasarawa,9.53,1978,0.746
2018,Amper,Kanke,Plateau,6.5,1943,0.752
2018,Andaha,Akwanga,Nasarawa,2.98,1937,0.921
2018,Anderai,Maiyama,Kebbi,8.72,326,0.511
2018,Anka,Anka,Zamfara,7.1,1430,0.798
2018,Ankpa,Ankpa,Kogi,2.78,115,0.819
2018,Apawa,Yorro,Taraba,5.65,283,0.528
2018,Apoi,Southern Ijaw,Bayelsa,4.99,877,0.714
2018,Araromi,Moro,Kwara,3.3,939,0.877
2018,Arege,Abadam,Borno,3.64,1766,0.596
2018,Argungu,Argungu,Kebbi,5.7,368,0.565
2018,ASABA,Oshimili South,Delta,3.79,1960,0.604
2018,Askira,Askira/Uba,Borno,1.69,1401,0.681
2018,Atijere,Ilaje,Ondo,7.04,296,0.944
2018,Atsuku,Kurmi,Taraba,1.64,293,0.645
2018,Atuma,Giwa,Kaduna,4.45,1190,0.581
2018,Auchi,Etsako West,Edo,1.1,128,0.51
2018,Augi,Augie,Kebbi,5.56,1985,0.613
2018,Auna,Magama,Niger,9.92,1912,0.944
2018,Auno,Konduga,Borno,7.52,302,0.787
2018,Awe,Awe,Nasarawa,7.29,222,0.593
2018,Awgu,Awgu,Enugu,7.89,582,0.635
2018,Awja Awdaw,Egbado North,Ogun,1.58,941,0.97
2018,Awka,Awka South,Anambra,9.22,1668,0.93
2018,Ayale,Dekina,Kogi,7.74,747,0.663
2018,Ayangba,Dekina,Kogi,6.53,1283,0.903
2018,Ayere,Ijumu,Kogi,3.48,1786,0.585
2018,Azare,Katagum,Bauchi,9.57,218,0.771
2018,Babampa,Tsafe,Zamfara,9.84,1894,0.52
2018,Babana,Borgu,Niger,6.18,1523,0.758
2018,Babura,Babura,Jigawa,5.34,848,0.879
2018,BADAGRI,Badagry,Lagos,7.03,676,0.913
2018,Badir,Chibok,Borno,4.6,1792,0.979
2018,Badu,Guzamala,Borno,4.95,605,0.549
2018,Baga,Kukawa,Borno,6.08,621,0.911
2018,Bagega,Anka,Zamfara,2.92,854,0.994
2018,Bagizza,Arewa-Dandi,Kebbi,3.93,1354,0.624
2018,Bajida,Fakai,Kebbi,9.14,569,0.854
2018,Bakara,Nasarawa,Nasarawa,7.29,595,0.846
2018,Bakoreji,Alkaleri,Bauchi,5.18,1671,0.712
2018,Bakori,Bakori,Katsina,6.74,1893,0.577
2018,Bakundi,Bali,Taraba,8.05,1326,0.777
2018,BAMA,Bama,Borno,3.59,238,0.524
2018,Bamgi,Gudu,Sokoto,8.74,916,0.576
2018,Bandegi,Gbako,Niger,7.84,1318,0.942
2018,Bani,Bagudo,Kebbi,8.48,189,0.8
2018,Bansara,Ogoja,Cross River,1.37,893,0.772
2018,Bara,Kirfi,Bauchi,7.1,765,0.561
2018,Barakin Ladi,Barikin Ladi,Plateau,9.88,1663,0.941
2018,Barasa,Fufore,Adamawa,5.3,1160,0.823
2018,Baro,Agaie,Niger,4.61,346,0.781
2018,Bashar,Wase,Plateau,2.89,629,0.669
2018,BAUCHI,Bauchi,Bauchi,6.57,1762,0.8
2018,Baure,Baure,Katsina,2.33,565,0.533
2018,Bear Town,Warri North,Delta,1.37,1757,0.577
2018,Bebeji,Bebeji,Kano,7.34,1159,0.765
